Geneid	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.1.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.3.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.4.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.1.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.2.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.3.bam	gene_name	gene_biotype
16576	ENSG00000187988	0	0	0	0	0	0	KCTD9P3	processed_pseudogene
16577	ENSG00000187994	0	0	0	0	0	0	RINL	protein_coding
16578	ENSG00000187997	0	0	0	0	0	0	C17orf99	protein_coding
16579	ENSG00000187999	0	0	0	0	0	0	HNRNPA1P61	processed_pseudogene
16580	ENSG00000188000	0	0	0	4	0	2	OR7D2	protein_coding
16581	ENSG00000188001	11	2	10	12	8	12	TPRG1	protein_coding
16582	ENSG00000188002	196	227	259	201	197	204	NA	transcribed_unprocessed_pseudogene
16583	ENSG00000188004	1	4	0	0	1	0	SNHG28	lncRNA
16584	ENSG00000188010	257	280	385	132	176	187	MORN2	protein_coding
16585	ENSG00000188011	0	0	0	0	0	0	RTP5	protein_coding
16586	ENSG00000188013	15	36	32	19	23	46	MEIS3P2	processed_pseudogene
16587	ENSG00000188015	379	338	394	165	209	473	S100A3	protein_coding
16588	ENSG00000188021	1122	1204	1164	1157	1422	1654	UBQLN2	protein_coding
16589	ENSG00000188026	890	898	923	856	854	813	RILPL1	protein_coding
16590	ENSG00000188029	0	2	0	0	0	0	CTSL3P	transcribed_unprocessed_pseudogene
16591	ENSG00000188032	0	0	0	0	0	0	C19orf67	protein_coding
16592	ENSG00000188033	55	75	64	36	35	73	ZNF490	protein_coding
16593	ENSG00000188037	0	4	0	0	0	0	CLCN1	protein_coding
16594	ENSG00000188038	0	0	0	0	2	0	NRN1L	protein_coding
16595	ENSG00000188039	0	0	0	0	0	2	NWD1	protein_coding
16596	ENSG00000188042	568	1313	1522	1898	1503	578	ARL4C	protein_coding
16597	ENSG00000188050	0	0	4	0	0	1	RNF133	protein_coding
16598	ENSG00000188051	12	14	25	2	4	8	TMEM221	protein_coding
16599	ENSG00000188056	0	0	0	0	0	0	TREML4	protein_coding
16600	ENSG00000188060	66	82	104	99	76	101	RAB42	protein_coding
16601	ENSG00000188064	10	32	31	32	35	129	WNT7B	protein_coding
16602	ENSG00000188070	1969	2601	2635	1294	1691	1795	ZFTA	protein_coding
16603	ENSG00000188076	0	0	1	2	0	0	SCGB1C1	protein_coding
16604	ENSG00000188078	0	0	0	1	0	0	NA	unprocessed_pseudogene
16605	ENSG00000188086	0	0	0	0	0	0	PRSS45P	protein_coding
16606	ENSG00000188089	0	0	0	0	0	0	PLA2G4E	protein_coding
16607	ENSG00000188092	64	81	72	51	76	93	GPR89B	protein_coding
16608	ENSG00000188095	8	10	22	0	2	11	MESP2	protein_coding
16609	ENSG00000188100	0	0	0	0	0	0	FAM25A	protein_coding
16610	ENSG00000188101	0	0	0	0	0	0	ALOX15P2	unprocessed_pseudogene
16611	ENSG00000188107	9	5	6	3	6	11	EYS	protein_coding
16612	ENSG00000188112	448	437	439	494	543	310	C6orf132	protein_coding
16613	ENSG00000188120	0	0	0	0	0	0	DAZ1	protein_coding
16614	ENSG00000188124	0	2	0	0	6	2	OR2AG2	protein_coding
16615	ENSG00000188130	985	1141	1438	957	1265	1186	MAPK12	protein_coding
16616	ENSG00000188133	6	0	0	0	0	0	TMEM215	protein_coding
16617	ENSG00000188152	13	5	12	14	11	9	NUTM2G	protein_coding
16618	ENSG00000188153	259	327	314	178	176	126	COL4A5	protein_coding
16619	ENSG00000188155	0	0	0	0	0	0	KRTAP10-6	protein_coding
16620	ENSG00000188157	19526	22478	26263	20119	19225	15565	AGRN	protein_coding
16621	ENSG00000188158	208	412	402	1018	553	1229	NHS	protein_coding
16622	ENSG00000188162	0	0	0	0	0	0	OTOG	protein_coding
16623	ENSG00000188163	2	6	6	4	2	3	FAM166A	protein_coding
16624	ENSG00000188167	26	23	34	38	36	28	TMPPE	protein_coding
16625	ENSG00000188171	81	122	101	116	96	97	ZNF626	protein_coding
16626	ENSG00000188175	0	0	0	0	0	0	HEPACAM2	protein_coding
16627	ENSG00000188176	0	0	0	0	0	0	SMTNL2	protein_coding
16628	ENSG00000188177	251	300	338	362	276	281	ZC3H6	protein_coding
16629	ENSG00000188185	188	179	279	163	194	225	LINC00265	lncRNA
16630	ENSG00000188186	1179	1406	1873	388	797	742	LAMTOR4	protein_coding
16631	ENSG00000188191	318	278	322	333	398	542	PRKAR1B	protein_coding
16632	ENSG00000188199	0	2	14	0	1	5	NUTM2B	protein_coding
16633	ENSG00000188211	36	60	88	28	66	64	NCR3LG1	protein_coding
16634	ENSG00000188215	853	1038	1125	570	887	845	DCUN1D3	protein_coding
16635	ENSG00000188219	1	0	2	1	9	4	POTEE	protein_coding
16636	ENSG00000188223	0	0	0	0	0	0	NA	protein_coding
16637	ENSG00000188227	120	163	191	111	148	134	ZNF793	protein_coding
16638	ENSG00000188229	6022	4837	5421	2863	8631	5629	TUBB4B	protein_coding
16639	ENSG00000188234	269	202	248	236	216	293	AGAP4	protein_coding
16640	ENSG00000188242	16	6	10	14	23	32	PP7080	lncRNA
16641	ENSG00000188243	605	678	842	458	759	719	COMMD6	protein_coding
16642	ENSG00000188257	0	0	0	0	0	0	PLA2G2A	protein_coding
16643	ENSG00000188263	0	0	0	2	0	0	IL17REL	protein_coding
16644	ENSG00000188266	16	7	22	13	12	12	HYKK	protein_coding
16645	ENSG00000188269	0	0	0	0	0	0	OR7A5	protein_coding
16646	ENSG00000188277	41	71	57	40	46	54	C15orf62	protein_coding
16647	ENSG00000188280	1	0	0	0	0	0	FAM230G	lncRNA
16648	ENSG00000188282	0	0	0	0	0	0	RUFY4	protein_coding
16649	ENSG00000188283	274	276	287	211	180	174	ZNF383	protein_coding
16650	ENSG00000188290	516	310	455	182	173	136	HES4	protein_coding
16651	ENSG00000188293	0	0	0	0	0	0	IGFL1	protein_coding
16652	ENSG00000188295	101	128	128	52	91	113	ZNF669	protein_coding
16653	ENSG00000188305	20	2	4	3	11	6	PEAK3	protein_coding
16654	ENSG00000188306	0	0	4	2	0	2	LRRIQ4	protein_coding
16655	ENSG00000188312	46	48	57	54	45	50	CENPP	protein_coding
16656	ENSG00000188313	2023	1801	2319	1181	805	1965	PLSCR1	protein_coding
16657	ENSG00000188314	0	0	0	0	0	0	OR7D1P	unprocessed_pseudogene
16658	ENSG00000188315	193	137	192	144	190	213	C3orf62	protein_coding
16659	ENSG00000188316	6	11	16	4	8	24	ENO4	protein_coding
16660	ENSG00000188321	295	284	281	130	191	177	ZNF559	protein_coding
16661	ENSG00000188322	4	4	4	2	0	0	SBK1	protein_coding
16662	ENSG00000188324	0	0	0	0	0	0	OR6C6	protein_coding
16663	ENSG00000188334	0	0	0	0	0	0	BSPH1	protein_coding
16664	ENSG00000188338	4	12	13	4	2	0	SLC38A3	protein_coding
16665	ENSG00000188340	0	0	0	0	0	0	OR6N2	protein_coding
16666	ENSG00000188342	2040	1645	1858	1334	1547	1507	GTF2F2	protein_coding
16667	ENSG00000188343	258	362	365	214	210	295	CIBAR1	protein_coding
16668	ENSG00000188352	766	935	912	718	1037	1477	FOCAD	protein_coding
16669	ENSG00000188365	8	2	11	5	1	6	NA	lncRNA
16670	ENSG00000188368	47	17	22	31	33	43	PRR19	protein_coding
16671	ENSG00000188372	39	39	35	31	20	33	ZP3	protein_coding
16672	ENSG00000188373	0	0	0	0	0	0	C10orf99	protein_coding
16673	ENSG00000188375	33	17	20	4	7	9	H3-5	protein_coding
16674	ENSG00000188379	0	0	0	0	0	0	IFNA2	protein_coding
16675	ENSG00000188383	0	0	0	0	0	0	GPAT2P2	unprocessed_pseudogene
16676	ENSG00000188385	11	18	9	14	16	18	JAKMIP3	protein_coding
16677	ENSG00000188386	0	0	0	0	0	0	PPP3R2	protein_coding
16678	ENSG00000188388	1	3	0	4	6	7	GOLGA6L3	unprocessed_pseudogene
16679	ENSG00000188389	0	0	0	0	0	0	PDCD1	protein_coding
16680	ENSG00000188393	27	40	33	94	89	48	CLEC2A	protein_coding
16681	ENSG00000188394	0	0	0	0	0	0	GPR21	protein_coding
16682	ENSG00000188396	129	223	180	193	171	289	DYNLT4	protein_coding
16683	ENSG00000188399	0	0	0	0	0	0	ANKRD36P1	unprocessed_pseudogene
16684	ENSG00000188403	0	0	0	0	0	0	IGHV1OR15-9	IG_V_gene
16685	ENSG00000188404	0	0	0	0	0	0	SELL	protein_coding
16686	ENSG00000188408	0	0	0	0	0	0	MAGEB5	protein_coding
16687	ENSG00000188419	460	763	814	815	739	916	CHM	protein_coding
16688	ENSG00000188425	0	0	0	0	0	0	NANOS2	protein_coding
16689	ENSG00000188428	181	197	227	122	135	148	BLOC1S5	protein_coding
16690	ENSG00000188438	0	0	0	0	0	0	DEFB108F	unprocessed_pseudogene
16691	ENSG00000188439	0	0	0	0	0	0	OR4P1P	unprocessed_pseudogene
16692	ENSG00000188451	0	1	4	0	0	0	SRP72P2	processed_pseudogene
16693	ENSG00000188452	6	6	19	3	13	0	CERKL	protein_coding
16694	ENSG00000188459	0	1	4	8	3	9	WASF4P	processed_pseudogene
16695	ENSG00000188460	1	3	6	1	14	2	ACTBP11	processed_pseudogene
16696	ENSG00000188467	0	0	0	0	0	0	SLC24A5	protein_coding
16697	ENSG00000188483	2955	2270	2576	1069	997	1074	IER5L	protein_coding
16698	ENSG00000188486	541	456	530	422	736	653	H2AX	protein_coding
16699	ENSG00000188487	8	16	6	8	6	56	INSC	protein_coding
16700	ENSG00000188488	0	0	0	0	2	0	SERPINA5	protein_coding
16701	ENSG00000188493	474	356	362	296	244	438	C19orf54	protein_coding
16702	ENSG00000188501	14	20	18	4	12	12	LCTL	protein_coding
16703	ENSG00000188505	3	2	0	8	0	4	NCCRP1	protein_coding
16704	ENSG00000188508	2	0	0	0	0	0	KRTDAP	protein_coding
16705	ENSG00000188511	0	0	0	0	0	0	MIR3667HG	lncRNA
16706	ENSG00000188512	0	1	0	0	1	0	NA	processed_pseudogene
16707	ENSG00000188517	0	8	8	0	6	10	COL25A1	protein_coding
16708	ENSG00000188522	1358	1291	1538	942	1623	1241	FAM83G	protein_coding
16709	ENSG00000188523	2	1	0	0	4	4	CFAP77	protein_coding
16710	ENSG00000188525	0	0	0	0	0	0	NA	lncRNA
16711	ENSG00000188529	1808	2060	2269	1366	1709	1972	SRSF10	protein_coding
16712	ENSG00000188536	0	0	0	0	0	0	HBA2	protein_coding
16713	ENSG00000188542	110	94	136	77	48	142	DUSP28	protein_coding
16714	ENSG00000188549	3676	4497	4926	4381	5985	4272	CCDC9B	protein_coding
16715	ENSG00000188554	4783	5465	5424	4973	4986	6338	NBR1	protein_coding
16716	ENSG00000188558	0	0	0	0	0	0	OR2G6	protein_coding
16717	ENSG00000188559	184	278	312	341	284	320	RALGAPA2	protein_coding
16718	ENSG00000188566	788	807	918	665	772	848	NDOR1	protein_coding
16719	ENSG00000188573	76	57	68	38	34	30	FBLL1	protein_coding
16720	ENSG00000188580	0	2	0	0	0	0	NKAIN2	protein_coding
16721	ENSG00000188581	0	0	0	0	0	0	KRTAP1-1	protein_coding
16722	ENSG00000188582	0	0	0	0	0	2	PAQR9	protein_coding
16723	ENSG00000188585	2	0	6	2	0	0	CLEC20A	protein_coding
16724	ENSG00000188596	17	18	8	17	17	44	CFAP54	protein_coding
16725	ENSG00000188599	148	96	124	96	98	117	NPIPP1	transcribed_unprocessed_pseudogene
16726	ENSG00000188603	12	7	1	6	1	1	CLN3	protein_coding
16727	ENSG00000188610	14	11	14	2	31	27	FAM72B	protein_coding
16728	ENSG00000188611	23	16	44	23	17	56	ASAH2	protein_coding
16729	ENSG00000188612	3079	3128	3682	2152	2351	2814	SUMO2	protein_coding
16730	ENSG00000188613	10	24	24	50	37	26	NANOS1	protein_coding
16731	ENSG00000188620	0	0	0	0	2	0	HMX3	protein_coding
16732	ENSG00000188624	0	0	1	0	0	0	IGFL3	protein_coding
16733	ENSG00000188626	2	0	5	0	0	0	GOLGA8M	protein_coding
16734	ENSG00000188629	0	0	0	3	10	0	ZNF177	protein_coding
16735	ENSG00000188636	1740	2171	2238	1590	2036	2170	RTL6	protein_coding
16736	ENSG00000188641	1163	1211	1300	1170	1074	1660	DPYD	protein_coding
16737	ENSG00000188643	4909	4126	4928	3229	5678	6336	S100A16	protein_coding
16738	ENSG00000188646	0	0	0	0	0	0	NA	processed_pseudogene
16739	ENSG00000188647	1465	1662	1281	1456	1372	1478	PTAR1	protein_coding
16740	ENSG00000188649	4	2	0	0	1	0	CC2D2B	protein_coding
16741	ENSG00000188655	0	0	0	0	0	0	RNASE9	protein_coding
16742	ENSG00000188656	0	0	0	0	0	0	TSPY7P	unprocessed_pseudogene
16743	ENSG00000188659	29	30	28	9	27	18	SAXO2	protein_coding
16744	ENSG00000188660	0	0	2	0	0	0	LINC00319	lncRNA
16745	ENSG00000188662	26	2	6	0	5	2	H1-9P	transcribed_unitary_pseudogene
16746	ENSG00000188668	0	0	0	0	0	0	OR7E90P	unprocessed_pseudogene
16747	ENSG00000188672	4	8	3	4	14	5	RHCE	protein_coding
16748	ENSG00000188674	0	0	0	0	0	0	C2orf80	protein_coding
16749	ENSG00000188676	0	0	0	0	0	0	IDO2	protein_coding
16750	ENSG00000188677	1208	944	1244	1009	1426	1371	PARVB	protein_coding
16751	ENSG00000188681	94	93	81	109	108	135	TEKT4P2	transcribed_unprocessed_pseudogene
16752	ENSG00000188687	17	16	21	5	6	8	SLC4A5	protein_coding
16753	ENSG00000188690	1436	1534	1662	802	1420	1511	UROS	protein_coding
16754	ENSG00000188691	0	0	0	0	0	0	OR56A5	protein_coding
16755	ENSG00000188693	2	1	2	3	0	4	CYP51A1-AS1	lncRNA
16756	ENSG00000188694	0	0	0	0	0	0	KRTAP24-1	protein_coding
16757	ENSG00000188706	1654	1915	1903	2521	2574	2904	ZDHHC9	protein_coding
16758	ENSG00000188707	188	121	207	27	52	34	ZBED6CL	protein_coding
16759	ENSG00000188710	21	10	9	12	18	53	QRFP	protein_coding
16760	ENSG00000188712	0	0	0	0	0	0	OR13D3P	unprocessed_pseudogene
16761	ENSG00000188716	0	0	0	0	0	0	DUSP29	protein_coding
16762	ENSG00000188725	872	914	977	601	704	680	SMIM15	protein_coding
16763	ENSG00000188729	0	0	0	0	0	0	OSTN	protein_coding
16764	ENSG00000188730	0	0	0	0	0	0	VWC2	protein_coding
16765	ENSG00000188732	2	11	4	10	2	18	FAM221A	protein_coding
16766	ENSG00000188735	464	477	524	533	496	518	TMEM120B	protein_coding
16767	ENSG00000188738	2	0	4	13	6	2	FSIP2	protein_coding
16768	ENSG00000188739	14	12	7	5	7	12	RBM34	protein_coding
16769	ENSG00000188747	53	57	75	55	61	36	NOXA1	protein_coding
16770	ENSG00000188755	0	0	0	0	0	0	TBC1D3P2	transcribed_unprocessed_pseudogene
16771	ENSG00000188760	245	208	240	193	211	184	TMEM198	protein_coding
16772	ENSG00000188761	6	2	2	0	4	7	BCL2L15	protein_coding
16773	ENSG00000188763	10	10	14	12	22	24	FZD9	protein_coding
16774	ENSG00000188765	1	4	1	1	0	4	TMSB4XP2	unprocessed_pseudogene
16775	ENSG00000188766	260	247	264	416	406	503	SPRED3	protein_coding
16776	ENSG00000188770	0	1	1	0	0	0	OPTC	protein_coding
16777	ENSG00000188771	0	2	4	0	2	4	PLET1	protein_coding
16778	ENSG00000188778	0	0	0	0	0	0	ADRB3	protein_coding
16779	ENSG00000188779	31	24	10	32	42	21	SKOR1	protein_coding
16780	ENSG00000188782	0	0	0	0	0	0	CATSPER4	protein_coding
16781	ENSG00000188783	72	87	90	503	402	339	PRELP	protein_coding
16782	ENSG00000188784	0	0	0	0	0	0	PLA2G2E	protein_coding
16783	ENSG00000188785	270	244	222	167	143	179	ZNF548	protein_coding
16784	ENSG00000188786	703	852	815	683	911	768	MTF1	protein_coding
16785	ENSG00000188800	0	0	0	0	0	0	TMCO2	protein_coding
16786	ENSG00000188801	2	4	3	4	7	0	ZNF322P1	processed_pseudogene
16787	ENSG00000188803	0	0	0	0	0	0	SHISA6	protein_coding
16788	ENSG00000188807	382	525	483	258	457	417	TMEM201	protein_coding
16789	ENSG00000188811	265	323	311	290	179	219	NHLRC3	protein_coding
16790	ENSG00000188816	0	0	0	0	0	0	HMX2	protein_coding
16791	ENSG00000188817	4	0	0	0	0	0	SNTN	protein_coding
16792	ENSG00000188818	58	28	39	21	53	80	ZDHHC11	protein_coding
16793	ENSG00000188820	11	6	14	3	3	0	CALHM6	protein_coding
16794	ENSG00000188822	0	0	0	0	0	0	CNR2	protein_coding
16795	ENSG00000188825	90	44	69	100	96	151	LINC00910	lncRNA
16796	ENSG00000188827	273	227	286	245	315	421	SLX4	protein_coding
16797	ENSG00000188828	2	0	4	0	2	0	GLRA4	transcribed_unitary_pseudogene
16798	ENSG00000188831	0	0	0	0	0	0	DPPA3P2	transcribed_unprocessed_pseudogene
16799	ENSG00000188833	0	0	0	0	0	0	ENTPD8	protein_coding
16800	ENSG00000188846	9431	10281	10788	6236	8059	7774	RPL14	protein_coding
16801	ENSG00000188848	0	0	0	0	0	0	BEND4	protein_coding
16802	ENSG00000188850	0	0	0	0	0	0	NA	transcribed_processed_pseudogene
16803	ENSG00000188856	66	96	56	498	442	449	RPSAP47	processed_pseudogene
16804	ENSG00000188859	4	2	10	1	0	4	FAM78B	protein_coding
16805	ENSG00000188868	158	110	140	80	105	110	ZNF563	protein_coding
16806	ENSG00000188869	4	12	5	4	3	2	TMC3	protein_coding
16807	ENSG00000188873	1	2	2	3	0	3	RPL10AP2	processed_pseudogene
16808	ENSG00000188877	0	0	0	0	0	0	POTEA	polymorphic_pseudogene
16809	ENSG00000188878	88	68	134	54	75	93	FBF1	protein_coding
16810	ENSG00000188883	2	0	0	0	0	4	KLRG2	protein_coding
16811	ENSG00000188886	0	0	0	0	0	0	ASTL	protein_coding
16812	ENSG00000188895	2511	2858	3102	3442	3638	3007	MSL1	protein_coding
16813	ENSG00000188897	7	20	5	15	20	22	NA	protein_coding
16814	ENSG00000188906	125	180	194	248	190	327	LRRK2	protein_coding
16815	ENSG00000188909	0	0	0	0	0	0	BSX	protein_coding
16816	ENSG00000188910	0	0	4	0	0	0	GJB3	protein_coding
16817	ENSG00000188916	39	37	23	10	35	24	INSYN2A	protein_coding
16818	ENSG00000188917	202	162	169	124	223	251	TRMT2B	protein_coding
16819	ENSG00000188921	300	512	520	407	358	709	HACD4	protein_coding
16820	ENSG00000188931	49	48	32	43	50	118	CFAP126	protein_coding
16821	ENSG00000188933	5	0	0	0	0	0	USP32P1	transcribed_unprocessed_pseudogene
16822	ENSG00000188937	0	0	0	0	0	0	NYX	protein_coding
16823	ENSG00000188938	949	856	875	652	676	838	FAM120AOS	protein_coding
16824	ENSG00000188958	9	16	19	8	6	14	UTS2B	protein_coding
16825	ENSG00000188959	2	4	6	8	0	7	C9orf152	protein_coding
16826	ENSG00000188976	2101	1857	2138	1480	2323	2641	NOC2L	protein_coding
16827	ENSG00000188981	5	6	10	23	10	18	MSANTD1	protein_coding
16828	ENSG00000188984	0	0	0	0	0	0	AADACL3	protein_coding
16829	ENSG00000188985	29	36	45	23	48	44	DHFRP1	processed_pseudogene
16830	ENSG00000188986	2320	2782	3174	1706	2673	2401	NELFB	protein_coding
16831	ENSG00000188991	0	0	0	0	0	0	SLC15A5	protein_coding
16832	ENSG00000188992	0	0	0	0	4	0	LIPI	protein_coding
16833	ENSG00000188993	58	44	27	66	30	95	LRRC66	protein_coding
16834	ENSG00000188994	811	1297	1282	1422	1122	1450	ZNF292	protein_coding
16835	ENSG00000188996	2	0	0	0	0	0	HUS1B	protein_coding
16836	ENSG00000188997	633	447	437	303	446	340	KCTD21	protein_coding
16837	ENSG00000189001	35	55	46	109	104	116	SBSN	protein_coding
16838	ENSG00000189002	0	0	0	0	0	0	PROS2P	unprocessed_pseudogene
16839	ENSG00000189007	102	60	105	50	94	52	ADAT2	protein_coding
16840	ENSG00000189013	0	0	0	0	0	0	KIR2DL4	protein_coding
16841	ENSG00000189014	8	0	8	0	0	1	SHLD2P3	unprocessed_pseudogene
16842	ENSG00000189023	0	0	0	0	0	0	MAGEB16	protein_coding
16843	ENSG00000189030	0	0	0	0	0	0	VHLL	protein_coding
16844	ENSG00000189037	0	0	0	0	0	0	DUSP21	protein_coding
16845	ENSG00000189042	302	206	205	190	172	179	ZNF567	protein_coding
16846	ENSG00000189043	4055	3479	4214	1006	2215	1717	NDUFA4	protein_coding
16847	ENSG00000189045	11	13	14	6	20	13	ANKDD1B	protein_coding
16848	ENSG00000189046	200	194	148	99	150	170	ALKBH2	protein_coding
16849	ENSG00000189050	257	224	201	107	131	153	RNFT1	protein_coding
16850	ENSG00000189051	0	4	0	0	4	0	RNF222	protein_coding
16851	ENSG00000189052	10	0	4	2	19	16	CGB5	protein_coding
16852	ENSG00000189056	10	6	2	2	4	8	RELN	protein_coding
16853	ENSG00000189057	2	30	18	6	66	67	FAM111B	protein_coding
16854	ENSG00000189058	42	58	61	161	167	183	APOD	protein_coding
16855	ENSG00000189060	6405	7798	9639	6761	5665	10949	H1-0	protein_coding
16856	ENSG00000189064	0	0	0	0	0	0	GAGE2A	protein_coding
16857	ENSG00000189067	2443	1929	2028	1199	1238	1410	LITAF	protein_coding
16858	ENSG00000189068	0	0	0	0	0	0	VSTM1	protein_coding
16859	ENSG00000189077	1196	1045	1160	611	853	1070	TMEM120A	protein_coding
16860	ENSG00000189079	565	616	584	747	859	855	ARID2	protein_coding
16861	ENSG00000189089	0	0	6	0	0	2	RIMKLBP1	processed_pseudogene
16862	ENSG00000189090	0	0	0	0	0	0	FAM25G	protein_coding
16863	ENSG00000189091	2830	2752	2744	2043	2886	3122	SF3B3	protein_coding
16864	ENSG00000189099	0	0	0	0	0	0	PRSS48	protein_coding
16865	ENSG00000189108	0	0	0	0	0	0	IL1RAPL2	protein_coding
16866	ENSG00000189114	511	466	504	279	388	352	BLOC1S3	protein_coding
16867	ENSG00000189120	14	22	12	18	25	12	SP6	protein_coding
16868	ENSG00000189127	2	0	0	0	0	0	ANKRD34B	protein_coding
16869	ENSG00000189129	115	144	191	107	163	89	PLAC9	protein_coding
16870	ENSG00000189132	0	0	0	0	0	0	FAM47B	protein_coding
16871	ENSG00000189134	26	30	33	50	22	73	NKAPL	protein_coding
16872	ENSG00000189136	75	145	131	133	151	146	UBE2Q2P1	transcribed_unprocessed_pseudogene
16873	ENSG00000189139	0	0	0	0	0	0	FSCB	protein_coding
16874	ENSG00000189143	45	44	116	28	180	53	CLDN4	protein_coding
16875	ENSG00000189144	27	33	40	28	35	24	ZNF573	protein_coding
16876	ENSG00000189145	0	0	0	0	0	0	RPL32P36	processed_pseudogene
16877	ENSG00000189149	0	0	0	0	0	0	CRYM-AS1	transcribed_unitary_pseudogene
16878	ENSG00000189152	0	0	0	0	0	0	GRAPL	protein_coding
16879	ENSG00000189157	2	0	0	4	0	0	FAM47E	protein_coding
16880	ENSG00000189159	1036	718	775	376	1256	823	JPT1	protein_coding
16881	ENSG00000189164	106	121	89	77	105	133	ZNF527	protein_coding
16882	ENSG00000189166	10	3	6	2	2	4	TNRC18P3	unprocessed_pseudogene
16883	ENSG00000189167	0	0	0	0	2	0	ZAR1L	protein_coding
16884	ENSG00000189169	0	0	0	0	0	0	KRTAP10-12	protein_coding
16885	ENSG00000189171	822	679	832	266	471	729	S100A13	protein_coding
16886	ENSG00000189180	498	490	491	519	453	492	ZNF33A	protein_coding
16887	ENSG00000189181	0	0	0	0	0	0	OR14I1	protein_coding
16888	ENSG00000189182	0	0	0	0	0	0	KRT77	protein_coding
16889	ENSG00000189184	4259	4242	4069	2906	3183	5642	PCDH18	protein_coding
16890	ENSG00000189186	0	0	0	0	0	0	DCAF8L2	protein_coding
16891	ENSG00000189190	272	199	267	163	195	245	ZNF600	protein_coding
16892	ENSG00000189195	70	88	69	65	62	94	BTBD8	protein_coding
16893	ENSG00000189196	0	2	4	0	0	8	LINC00994	lncRNA
16894	ENSG00000189212	26	28	28	3	30	9	DPY19L2P1	transcribed_unprocessed_pseudogene
16895	ENSG00000189221	10	18	2	0	6	4	MAOA	protein_coding
16896	ENSG00000189223	3706	3918	4095	3517	3591	4344	PAX8-AS1	lncRNA
16897	ENSG00000189227	125	145	223	121	104	77	C15orf61	protein_coding
16898	ENSG00000189229	0	0	0	0	0	0	NA	lncRNA
16899	ENSG00000189233	0	0	0	0	0	0	NUGGC	protein_coding
16900	ENSG00000189238	0	0	1	0	0	2	LINC00943	lncRNA
16901	ENSG00000189241	1930	1944	2522	1428	1945	2120	TSPYL1	protein_coding
16902	ENSG00000189252	0	0	0	0	0	0	SPANXN3	protein_coding
16903	ENSG00000189253	0	0	0	0	0	0	TRIM64B	protein_coding
16904	ENSG00000189266	3829	3723	4170	1728	1985	2014	PNRC2	protein_coding
16905	ENSG00000189269	20	18	23	9	12	19	DRICH1	protein_coding
16906	ENSG00000189275	0	0	0	0	0	0	LINC01164	lncRNA
16907	ENSG00000189280	0	0	2	0	0	0	GJB5	protein_coding
16908	ENSG00000189283	15	22	36	21	20	23	FHIT	protein_coding
16909	ENSG00000189292	0	2	0	2	3	2	ALKAL2	protein_coding
16910	ENSG00000189295	0	1	0	0	0	0	ANKRD62P1-PARP4P3	lncRNA
16911	ENSG00000189298	74	84	73	64	75	64	ZKSCAN3	protein_coding
16912	ENSG00000189299	0	0	0	0	0	0	FOXR2	protein_coding
16913	ENSG00000189306	920	1098	1392	634	1000	823	RRP7A	protein_coding
16914	ENSG00000189308	240	304	331	317	339	317	LIN54	protein_coding
16915	ENSG00000189316	0	4	0	0	1	0	NA	lncRNA
16916	ENSG00000189319	495	446	639	371	588	738	FAM53B	protein_coding
16917	ENSG00000189320	1215	1250	1272	1288	2094	3492	FAM180A	protein_coding
16918	ENSG00000189325	0	0	0	0	0	0	BNIP5	protein_coding
16919	ENSG00000189326	0	0	0	0	0	0	SPANXN4	protein_coding
16920	ENSG00000189332	0	0	0	0	1	0	SLC25A51P4	transcribed_unprocessed_pseudogene
16921	ENSG00000189334	8	3	8	0	0	5	S100A14	protein_coding
16922	ENSG00000189337	893	935	869	707	755	580	KAZN	protein_coding
16923	ENSG00000189339	1501	2161	2215	2365	2840	3453	SLC35E2B	protein_coding
16924	ENSG00000189343	942	1064	1532	566	822	561	RPS2P46	processed_pseudogene
16925	ENSG00000189348	0	0	0	0	0	0	FAM90A27P	transcribed_unprocessed_pseudogene
16926	ENSG00000189350	0	0	0	0	0	2	TOGARAM2	protein_coding
16927	ENSG00000189357	0	0	0	0	0	0	SPATA31D4	protein_coding
16928	ENSG00000189362	118	139	148	86	115	94	NEMP2	protein_coding
16929	ENSG00000189366	0	2	0	0	0	3	ALG1L	transcribed_unprocessed_pseudogene
16930	ENSG00000189367	1	0	0	2	4	5	KIAA0408	protein_coding
16931	ENSG00000189369	408	373	374	213	276	350	GSPT2	protein_coding
16932	ENSG00000189372	0	0	0	0	0	0	NA	unprocessed_pseudogene
16933	ENSG00000189375	2	0	0	0	0	0	TBC1D28	protein_coding
16934	ENSG00000189376	57	81	96	31	34	30	C8orf76	protein_coding
16935	ENSG00000189377	0	0	0	0	0	0	CXCL17	protein_coding
16936	ENSG00000189398	4	13	14	10	26	18	OR7E12P	unprocessed_pseudogene
16937	ENSG00000189401	0	0	0	0	0	0	OTUD6A	protein_coding
16938	ENSG00000189403	3990	3266	3758	1919	2767	2754	HMGB1	protein_coding
16939	ENSG00000189409	17	2	7	8	2	1	MMP23B	protein_coding
